Year,Title,Director,Cast,Genre
1937,Savitri,Franz Osten,"ali,kumar,saroj,chandraprabha,mumtaz,p,maya,rani,tarabai,devika,devi,pithawala,ashok,prasad,susheela,kamta,sunita,borkar,nazir,m,f","mythology,legend"
1937,Shadi Ka Mamla,Mamam Warerkar,"master,wadkar,baburao,chhotu,hansa,pendharkar",social
1937,Shama Parwana,D. N. Madhok,"usharani,charlie,ishwarlal,madhuri,rai,dixit,dilip,nazir,bhupat,kesari",social
1937,Sharafi Loot,D. N. Madhok,"charlie,ishwarlal,apte,dixit,bhupatrai,ram,ghory,khatoon",action
1937,Sinhaldweep Ki Sundari,Kikubhai Desai,"navinchandra,gohar,mirajkar,mansur,ali,karnataki,meharunnisa,shahzadi,sardar,bacha",action
1937,Swaraj Ke Sipahi,Mohan Singh,"shyam,khanjar,dhar,munshi,fakir,mohammed,k,o,snehlata,jeevan,radharani,sunder",action
1937,Taranhar,Kikubhai Desai,"gohar,mansur,ali,karnataki,mehrunisa,nurjahan,ibrahim,bachcha,bose",action
1937,Toofani Tarzan,Homi Wadia,"shroff,dalpat,dilawar,boman,chandrashekhar,gulshan,cawas,john,nazira","adventure,action"
1937,Toofani Khazana,G. K. Mehta,"urmila,nawaz,shah,dinkar,desa,jairaj,gulab,bahi,p,devi,aspi,yusuf",action
1937,Toofani Toli a.k.a. Reckless Rogues,Jayant Desai,"shahjahan,ishwarlal,madhuri,apte,kalyani,dixit,billimoria,da,kantilal,waheedan,bai,bhupatrai,ram,e,ghory,khatoon,anees",action
1937,Usne Kya Socha,I. S. Hafisji,"khan,poonawala,suraiya,marathe,baby,jamshedji,mukhtar,asooji,anant,ratanbai,rustom,ghaznavi,w,rafique,m",social
1937,Vanraj Kesari,Dhirubhai Desai,"himmatlal,bulbule,joshi,samson,kantilal,aruna,ansuya,ashiq,devi,p,r,fazlu,hussain",costume
1937,Vidyapati,Debaki Bose,"kapoor,n,chhaya,pahari,c,rampyari,sharma,mohammed,prithviraj,leela,ishaq,sanyal,k,devi,singh,kanan,nemo,kidar,dey,desai","biopic,drama"
1937,Wahan,K. N. Kale,"mohan,master,prahlad,vasant,apte,shanta,chhotu,chitnis,leela,ulhas,aruna,chandra,devi,desai",costume
1937,Wah Ri Duniya,Gunjal,"sayed,asooji,jumna,d,ahmed,sulochana,vyas,mohammed,billimoria,lakshmi,ghulam,myers,baba,ruby",action
1937,Zambo The Ape Man,M. Bhavnani,"sarla,qadir,charlie,nayampalli,wadkar,d,yagnik,indira,david,ghulam,s,salvi,navin",action
1937,Zamin Ka Chand,Jayant Desai,"ishwarlal,madhuri,apte,dixit,billimoria,bhupatrai,ram,e,ghory",social
1938,Abhagin,Prafulla Roy,"kapoor,kamla,molina,devbala,rajlakshmi,bikram,puri,kumar,prithviraj,chaman,mullick,vijay,nemo,trilok,jharia,pankaj",social
1938,Adhikar,P. C. Barua,"kapoor,sailen,molina,pahari,c,rajlakshmi,choudhary,indubala,chitralekha,barua,bikram,p,sanyal,jamuna,devi,mullick,menaka,jagdish,sethi,pankaj","social,drama,romantic"
1938,Alauddin Aur Jadui Chirag a.k.a. Alladin And The Wonderful Lamp,Nanubhai Vakil,"navinchandra,pokhraj,sundari,mansur,karnataki,moti,moosa,bansi,kadar,sardar,g","fantasy,action"
1938,Asha,"Perry Devia, Ranjit Sen","kapoor,dev,kumari,bala,choudhary,kamlesh,kumar,lahiri,p,r,vijay,poorna,natwar,tulsi,kamran",social
1938,Baghban,Abdul Rashid Kardar,"lala,khan,n,kumari,yasmin,yaqub,b,nandrekar,musharraf,bimla,nazir,k,putlibai,devi,ashraf,wasti,sitara,mirza,singh","social,drama"
1938,Bahadur Kisan,"Bhagwan, Chandrarao Kadam","vasantrao,wadkar,chandrarao,phalwan,sunetra,devraj,indira,bhagwan,hansa,varne",social
1938,Ban Ki Chidiya,Jayant Desai,"charlie,ishwarlal,madhuri,apte,billimoria,kesari,e,ghory",action
1938,Banke Sawariya,Nanubhai Vakil,"kumtekar,navinchandra,yasmin,mirajkar,mansur,rao,vatsala,maruti,sardar","action,romance"
1938,Bazigar,Manibhai Vyas,"kapoor,charlie,baig,trilok,suresh,devi,ila,khatoon,anees",action
1938,Bhabhi,Franz Osten,"shukul,devulkar,renuka,saroj,p,maya,lalita,jairaj,devi,v,kashmiri,desai,pithawala,jani,rama,h,nazir,borkar,agha,m,f,ranibala","social,family,drama"
1938,Bhedi Burkha,A. H. Essa,"ganpat,bhalerao,mirajkar,ali,karnataki,faiman,roshan,ghulam,bansi,qadir,bose","suspense,action"
1938,Bhedi Trishul,A. M. Khan,"kamala,zohra,ata,mohammed,shiraz,haroon,ameena,ansari,khatoon",action
1938,Billi a.k.a. The Cat,Jayant Desai,"ghory,ishwarlal,mazhar,apte,kalyani,billimoria,da,sunita,devi,ram,e,ila",action
1938,Brahmachari,Master Vinayak,"damuanna,malvankar,minakshi,vinayak,v,salvi,jog,g",social
1938,Chabukwali,A. M. Khan,"khan,kamla,shah,shiraz,sultan,haroon,hirabai,romila,s,m,f,koko,garib,rafiq",action
1938,Chhote Sarkar,Homi Master,"jal,jamshedji,merchant,aziz,heera,chitnis,mehar,leela,keki,adjania,rajkumari,sultana,rewashankar",social
1938,Cyclewali,A. M. Khan,"ramola,shiraz,haroon,alam,ameena,ansari,s,benjamin,khatoon",action
1938,Devbala,Baburao Apte,"kabuli,rahman,gulab,rajkumari,hussain,tara,ghulam,abdul,benjamin,amritlal,khatoon,mehtab",costume
1938,Dharti Mata,Nitin Bose,"iliyas,nawab,kapoor,kumari,c,l,and,jagdish,saigal,dey,vaid,shashi,uma,kamlesh,siraj,nemo,sethi,sham,bikram,k,laha",social
1938,Dhruv Kumar,K. P. Bhave,"paranjpe,wadkar,prabhakar,raja,kumar,indira,manohar,rohini","mythology,devotional"
1938,Double Cross,M. D. Bhavnani,"kumari,nayampalli,master,mohan,dilawar,rai,prasad,s,a,bimla,ameena,fatty,david,gyani,hussain",social
1938,Dulhan,Premankur Atorthy,"khan,mohammed,rattan,jilloobai,ghulam,bai,w,m",social
1938,Duniya Kya Hai,G. P. Pawar,"wadkar,kale,fatima,pawar,indira,madhav,begum,bipin,varne,mehta,lalita,ghanshyam",social
1938,Dynamite,C. M. Luhar,"bhudo,advani,pande,ali,sankatha,prasad,maya,bibbo,bannerji,kayam,jamu,surendra,patel,yakub",action
1938,Fashionable Wife,Dhirubhai Desai,"suvarna,urmila,sultana,kumar,samson,chandrika,nazir,mehar,anil,s",social
1938,Ghunghatwali,Kanjibhai. J. Rathod,"prem,charlie,adib,haridas,rajkumari,vidya,ansuya,fazlu",action
1938,Gopal Krishna,"V. G. Damle, Sheikh Fattelal","marathe,ganpat,prahlad,apte,shanta,rao,parshuram,ulhas,karuna,sophia,devi,ram,haribau",religious
1938,Gorakh Aya,Chaturbhuj Doshi,"kapoor,khan,sarla,mazhar,apte,kalyani,rajkumari,da,trilok,devi,ram,ila,bhagwandas",devotional
1938,Gramophone Singer,"Chimanlal Desai, Ramchandra Thakur","pesi,bhudo,advani,prasad,sankatha,ali,prabha,bibbo,devi,kayam,patel,sawant,surendra,gulzar,kanhaiyalal",unknown
1938,Himalay Ki Beti,M. D. Bhavnani,"rama,mohan,rai,puri,prasad,l,sharma,rao,david,chatterji,maya,ramanand,enakshi,s,badri,gyani",costume
1938,Hum Tum Aur Woh,Mehboob Khan,"bhudo,advani,sunalini,pande,harish,sankatha,prasad,rose,maya,devi,motilal,yakub",unknown
1938,Impossible,R. N. Vaidya,"pahelwan,protima,shahjahan,sunderlal,baburao,begum,da,nazir,k,v,sunder,gupta",action
1938,Industrial India,Mohan Sinha,"prem,n,shobhana,samarth,adib,musharraf,k,devi,wasti,mirza,singh,shama",social
1938,Jailor,Sohrab Modi,"kamala,sharifa,kumari,deshpande,tarapore,abu,bakar,ali,chitnis,sohrab,leela,modi,sadiq,e,kusum","social,drama"
1938,Jeevan Ek Paheli,P. Razdan,unknown,social
1938,Jungle Ka Javan,Chunilal Parekh,"kamala,kumari,shah,narsi,fakir,mohammed,rajkumari,vazre,putlibai,haroon,banu,shankar,garib,jamshid",action
1938,Jwala,Master Vinayak,"mohan,bulbule,master,rajani,vinayak,chandrakant,dhavale,chandra,ratnaprabha","costume,drama"
1938,Karmaveer,Vithaldas Panchotia,"heera,fakir,leela,prabha,putlibai,khalil,chand,devi,m,v,radharani,isaq,jayshankar,panchotia",action
1938,Khatarnak Aurat,Unknown,unknown,action
1938,Kis Liye,J. K. Mehta,"rasool,mohini,mohammed,asuji,padma,devi,ghulam,ghaznavi,rafiqe",social
1938,Lal Bujakkad,Kanti Patel,"padmini,jahangir,fakir,mohammed,kashinath,lakshmi,shahzadi,kusum",action
1938,Lutaru Lalna,Homi Wadia,"atish,sarita,shroff,nadia,master,dilawar,mansur,boman,mohammed,devi,fearless,sayani,miyan,cooper,mithu,minoo,sardar,nazira","adventure,action"
1938,Madhraat Ka Mehmaan,Kikubhai Desai,"dhulia,ganpat,rao,moti,vazre,bachcha,shankar,bose",action
1938,Madhur Milan,Zia Sarhadi,"khursheed,jairaj,p,zebunisa,hari,shivdasani,balabhai","social,drama,romance"
1938,Master Man a.k.a. Ustad,G. K. Mehta,"khan,dar,wadkar,gulab,indira,chitnis,majid,leela,ramlal,jeevan,gope",action
1938,Meetha Zahar,Sohrab Modi,"jagirdar,tarapore,abu,bakar,ali,fakir,shanta,mohiuddin,sohrab,dutt,modi,e,sadiq,ghulam,chand,gajanan,sheela,banu,hussain,naseem","social,drama"
1938,Mera Ladka,Keshav Narayan Kale,"modak,bhatt,vasant,shahu,thengdi,sundarabai,shanta,hublikar,ulhas,mama,balakram",social
1938,Mother India,Gunjal,"khan,sharifa,sushila,rasool,mohammed,ashiq,ghulam,w,m,hussain,pramila",social
1938,Mr.X,Dwarka Khosla,"shyam,marathe,lallubhai,indurani,anant,sunder,rattan,hari,bai,ranjit,jayant,shivdasani",unknown
1938,Na Honewali Baat,R. N. Vaidya,"protima,shahjahan,shanti,baburao,begum,da,nazir,k,v,sunder,pehalwan,gupta",action
1938,Nandakumar,K. Dhaibar,"marathe,kamulkar,khote,anant,jayshree,govindrao,tembe,kurvalikar,govind,durga",devotional
1938,Nirmala,Franz Osten,"bedi,ali,kumar,saroj,mumtaz,p,maya,rani,singh,gulab,devika,balwant,devi,pithawala,ashok,prasad,sankatha,nazir,borkar,m,f",social
1938,Perfect Man a.k.a. Nigah-e-Kamil,Rukesh,"rasool,kakir,mohammed,lakshmi,kesar,chand,ghulam,sita",action
1938,Purnima,Balwant Bhatt,"lallubhai,jahangir,tarabai,noor,prasad,athavale,gulab,rao,putlibai,shirin,badri,ranjit,jehan,umakant,sardar,akhtar,shanker",social
1938,Postman,"Zia Sarhadi, Mahendra Thakore","bhudo,advani,sunalini,harish,sankatha,prasad,kumar,maya,bibbo,devi,yakub",social
1938,Prem Samadhi,G. K. Mehta,"shyam,effendi,khursheed,prabhashankar,zebunissa,sunder,balabhai,yusuf",social
1938,Prithvi Putra,Jayant Desai,"khan,dinkar,madhuri,mazhar,apte,kalyani,billimoria,kantilal,da,waheedan,radha,bai,ram,e,ghory,khatoon",mythology
1938,Professor Waman M. Sc.,Manibhai Vyas,"khan,mazhar,rajkumari,billimoria,sunita,waheedan,devi,ibrahim,bai,sitara,kesari,e,satyavati,bhagwandas",social
1938,Punarjanma,Ramnik Desai,"jal,dinkar,merchant,baburao,roshanara,gangaram,begum,putlibai,jivanand,sadiq",action
1938,Raja Gopichand,Bhalji Pendharkar,"dinkar,danve,ranade,leela,chitnis,chandrakanta,usha,dongre,ratnaprabha,m,londhe,kamanna,g",devotional
1938,Rajkumari,Dwarka Khosla,"dar,pawar,shiraz,majid,nazir,ameena,k,o,omkar,jeevan,lalita,gope",costume
1938,Rangila Mazdoor,S. M. Yusuf,"nawaz,shah,dilawar,harishchandra,rao,a,violet,haq,cooper,agha,gulshan,bismillah,nazira",social
1938,Rifle Girl,Rama Chowdhary,"effendi,bibijan,jairaj,mehdi,raja,p,rose,balabhai,yusuf",action
1938,Rikshawala,Ezra Mir,"khan,charlie,ghory,tarabai,indubala,mazhar,dixit,waheedan,devi,wasti,bai,ila",social
1938,Royal Commander,M. Udwadia,"butt,fazlu,noor,gulab,kumar,samson,mehar,ashiq,anil,m,sultana,jehan,f,hussain",action
1938,Sathi,P. Y. Altekar,"mubarak,bachchu,kaka,nyampalli,vimla,khote,joglekar,sardesai,salvi,durga",social
1938,The Secretary,Chaturbhuj Doshi,"kapoor,charlie,madhuri,kalyani,rajkumari,da,trilok,waheedan,bai",social
1938,Sharif Daku,G. R. Sethi,"navinchandra,butt,noor,baburao,padma,devi,ghulam,m,mukhtar,jehan,f,hussain",action
1938,Sneh Lagna,Chandrarao Kadam,"shyam,wadkar,chandrarao,gangaprasad,fakir,mohammed,hansa,ansuya,pathak,jeevan,sunder","social,drama"
1938,State Express,Vijay Bhatt,"lallubhai,jahangir,ismail,umakant,athavale,shirin,zahur,nayak,vithaldas,m,jayant,sardar,akhtar",action
1938,Stree,Saqi,"ara,mirajkar,amir,shakuntala,begum,roshan,hussain",social
1938,Street Singer,Phani Majundar,"chamanlal,purnima,rehman,kapoor,kumari,l,jagdish,kanan,shabir,saigal,vaid,shore,brij,devi,sethi,ram,abdul,bikram,h,rekha,a,k,pal","social,romance,musical"
1938,Sunehra Baal,Narottam Vyas,"sharifa,vasantrao,prasad,indurani,dastur,firoz,badri,radharani,pehalwan",action
1938,Talaq a.k.a. Divorce,Sohrab Modi,"khan,bakar,modi,khwaja,prem,banu,mastana,vimla,sohrab,sabir,vashishta,adib,devi,sheela,navin,jagirdar,sunalini,yagnik,abu,gajanan,naseem","social,family,drama"
1938,Talwar Ka Dhani,Dhirubhai Desai,"urmila,anwaribai,kumar,samson,mehar,putlibai,ghulam,anil,sultana,hussain",action
1938,Tarzan Ki Beti,Roop K. Shorey,"manek,n,baig,majnu,begum,lewis,devi,jeevan,harold,nafees,butt,g,shama",action
1938,Teen Sau Din Ke Baad a.k.a. Three Hundred Days And After,Sarvottam Badami,"sabita,pesi,wadkar,pande,prasad,sankatha,rukmani,bibbo,devi,patel,gulzar,piroz,motilal,yakub,yusuf",social
1938,Toofan Express,Chunilal Parekh,"jal,merchant,master,minoo,mohammed,rajkumari,chandrashekhar,shahzadi,nurjahan,cooper,agha,gulshan,dalpat,bismillah,nazira",action
1938,Vachan,Franz Osten,"ali,kumar,saroj,mumtaz,rajendranath,p,maya,rani,singh,devika,balwant,devi,pithawala,ashok,jani,prasad,mira,kamta,nazir,borkar,agha,m,f","costume,drama,romantic"
1938,Vasant Bengali,Aspi Irani,"sayed,asooji,husn,jumna,dave,rasool,ahmed,lakshmi,ghulam,yashwant,banu",costume
1938,Vasanti,K. M. Multani,"jamshedji,abu,bakar,yagnik,ali,shanta,dutt,putlibai,sabir,sadiq,khwaja,ghulam,banu,hussain,navin,naseem",social
1938,Veer Bala,Abdul Rehman Kabuli,"dhirajlal,sher,shah,baburao,indurani,pushparani,ali,a,shiraz,begum,vidya,r,ansari,devi,haroon,azar,firoza,kabuli,pehalwan,garib",devotional
1938,Vijay Danka,Baburao Apte,"nagar,gohar,gulab,karnataki,chitnis,leela,putlibai,nazir,s,benjamin,amritlal,khatoon",action
1938,Watan,Mehboob Khan,"h,agashe,prasad,sankatha,ali,kumar,siddiqi,maya,bibbo,devi,sitara,kayam,ramchandra,mirza,yakub","costume,drama"
1938,Yangrilla,M. D. Bhavnani,"sharifa,rama,mohan,rai,puri,prasad,l,s,rau,david,enakshi,fatty,nayampallyi",action
1938,Zamana,Ram Daryani,"wadkar,vasant,gulab,karnataki,hansa,majid,nazir,ameena,padma,devi,bansi,jeevan,gope",social
1939,Aadmi,V. Shantaram,"marathe,modak,ganpat,shahu,shanta,hublikar,rao,baba,ram,gauri,saheb",social
1939,Aap Ki Marzi,Sarvottam Badami,"sabita,khan,n,sunalini,khursheed,mazhar,vasanti,k,devi,motilal,singh",social
1939,Actress Kyon Bani,G. R. Sethi,"khan,mukhtar,w,padma,usha,ashiq,rani,devi,ghaznavi,m,abdul,hussain,rafiqe",social
1939,Adhuri Kahani,Chaturbhuj Doshi,"kapoor,lala,ishwarlal,mira,khote,keshavrao,musharraf,prithviraj,rose,mirza,yaqub,date,durga",social
1939,Alladin Ka Beta,Nanubhai Vakil,"ganpat,razaq,mirajkar,ali,sarojini,shankar,bose","fantasy,adventure,action"
1939,Badi Didi,Amar Mullick,"kapoor,molina,pahari,bikram,nawab,rampuri,gulab,sharma,renuka,sanyal,k,devi,bela,menaka,jagdish,kidar,sethi,zainab,g",social
1939,Baghi,Dhirubhai Desai,"amirbai,khan,shamim,anwaribai,karnataki,kumar,samson,shiraj,ashraf,anil,mehtab",costume
1939,Bahadur Ramesh,K. Amarnath,"yasmin,rasool,nawab,rajkumari,haroon,nazir,sadiq,ghulam,s,jeevan,devaskar",action
1939,Bhedi Kumar,Chunilal Parekh,"urmila,vasantrao,dave,nawab,indurani,pehalwan,sadiq,ghulam,yashwant,qadir,mishra",action
1939,Bhole Bhale,Zia Sarhadi,"prem,bhudo,arun,advani,adib,ali,kumar,jyoti,putlibai,maya,bibbo,kayam,kanhaiyalal",social
1939,Bijli,Balwant Bhatt,"shyam,khanjar,munshi,jairaj,athavale,p,sunder,pramila",action
1939,Brandy Ki Botal,Master Vinayak,"damuanna,malvankar,javdekar,master,vinayak,meenakshi,v,salvi,jog",social
1939,Chashmawali,K. Amarnath,"lobo,anwaribai,indurani,indira,nazir,ashiq,varne,ansari,sadiq,s,azar,hussain",action
1939,Chhotisi Duniya,B. S. Rajhans,"sufi,jairaj,rajhans,chitnis,leela,p,punjwani,ram,gulshan",social
1939,Comrades,Nandlal Jaswantal,"surendra,harish,maya,jyoti",social
1939,Criminal,Bhagwan,"vasantrao,masood,wadkar,chandrarao,sunetra,bhagwan,hansa,pehalwan",action
1939,Daughters Of India,V. M. Vyas,"jahangir,khursheed,vimla,radha,ashiq,devi,mukhtar,abdul,hussain",social
1939,Dekha Jayega,O. P. Khanna,"amarnath,lillian,nasreen,kamran",action
1939,Dil Hi To Hai,Kidar Sharma,"prem,kumari,ramola,ojha,kishore,dulari,rajinder,amarnath,k,nand,s,ram,gyani,singh",social
1939,Durga,Franz Osten,"shukul,ali,palsikar,saroj,wadkar,mumtaz,haroon,p,rani,singh,balwant,devika,v,desai,pithawala,rama,h,nana,hansa,borkar,f",unknown
1939,Dushman,Nitin Bose,"kapoor,khan,faruk,devbala,manorama,bikram,dhumi,l,shiraz,leela,najamul,prithviraj,k,hassan,sr,jagdish,sethi,saigal,desai","social,drama,romance"
1939,Flying Rani,Aspi Irani,"urmila,khanjar,husn,marathe,muktar,khursheed,dave,munshi,anant,yashwant,banu",action
1939,Garib Ka Lal,V. M. Vyas,"navinchandra,kamla,kumari,musharraf,mohammed,kokila,ghulam,m,f,mirza,butt",action
1939,Ghazi Salahuddin,L. A. Hafizji,"khan,ishwarlal,mazhar,kalyani,rattan,mohammed,ishaq,devi,mushrraf,bai,w,m,lalita,mirza,gulam,yakub","historical,drama"
1939,Hero No. 1,Balwant Bhatt,"khanjar,shyam,marathe,munshi,umakant,anant,athavale,sunder,gulab,shirin,m,jayant,zahur",action
1939,Hukum Ka Ekka,Shanti Dave,"shyam,marathe,lallubhai,sunder,anant,gulab,m,umakant,zahur,pramila",action
1939,Imandar,G. R. Sethi,"pir,shamim,anwaribai,fazlu,noor,kumar,zubeida,mohammed,anil,mukhtar,jehan,akhtar,shahzadi",action
1939,Imperial Mail,Safdar Mirza,"sunder,gulab,shahjehan,gulzar",action
1939,India In Africa a.k.a. Africa Mein Hind,Hiren Bose,"urmila,n,nandrekar,mitra,bannerjee,vidya,devi,tripathi,s",action
1939,Jawani Ki Reet,Hemchandra Chunder,"kapoor,bikram,h,gupta,kishore,a,jagdish,nemo,devi,nand,kanan,sethi,kalavati,najmul,chhabirani,hussain,shore,bipin",social
1939,Josh-e-Islam,Daud,"baburao,pushparani,kishore,nazir,bipin,nand,kalavati,sunder,gupta",action
1939,Juari,G. K. Mehta,"sufi,kumari,hira,b,nirmala,jairaj,shanta,sharma,dutt,p,chand,r,devi,t,gulshan",social
1939,Jungle King,Nari Ghadiali,"nawaz,shah,dalpat,dilawar,agha,john,cawas,bismillah,pramila,nazira",action
1939,Kahan Hai Manzil Teri,S.M.Yusuf,"urmila,nawaz,shah,atish,dalpat,harishchandra,devi,sayani,agha,benjamin,radharani,ila,nazira",action
1939,Kala Jigar,A. M. Khan,"nawaz,lily,zohra,akbar,gulab,s,rajpal,chandrakant,miss,iqbal,nazir,devi,daya",action
1939,Kangan,Franz Osten,"sarla,kumari,mubarak,kamlesh,balwant,kumar,leela,chitnis,jagdish,saroj,borkar,najam,sethi,singh,ranibala,ashok",social
1939,Kapala Kundla,"Nitin Bose, Phani Majumdar","sailen,kumari,manorama,choudhury,kamlesh,leela,mullick,najmul,pankaj,desai,hussain","social,drama,romantic"
1939,Kaun Kisi Ka,C. Luhar,"n,shobhana,mubarak,samarth,khursheed,bibijan,rao,nazir,k,padma,devi,maruti,singh,gope",social
1939,Khooni Jadugar,Roop K. Shorey,"usharani,charlie,majnu,esmail,kanti,kanwal,m,hiralal","costume,action"
1939,Ladies Only,Sarvottam Badami,"sabita,bhudo,advani,sunalini,pande,harish,prabha,bibbo,devi,kaushalya,surendra",social
1939,Leatherface a.k.a. Farzande Watan,Vijay Bhatt,"jal,meena,shyam,khanjar,kumari,lallubhai,zahoor,baby,munshi,jairaj,p,putlibai,shirin,writer,nayak,m,sunder,mehtab",action
1939,Madhu Bansari,K. Desai,"kumtekar,ganpat,mirajkar,mansur,pukhraj,vazre,sarojini,vatsala,mehrunnisa,shankar,bose",action
1939,Marad a.k.a. Murad,Saqi,"khursheed,jairaj,mehdi,moti,raja,p,hari,shamrao,shivdasani",action
1939,Mera Haq,P. Y. Altekar,"damuanna,vishnupant,malvankar,minakshi,d,baburao,vimla,salvi,usha,sardesai,s,pendharkar,mantri,jog",social
1939,Mera Watan,Inamdar,"ayesha,inamdar,kumari,nirmala,azurie,devi,chanchal,maruti,banu",action
1939,Meri Ankhen,Dwarka Khosla,"kapoor,khan,ishwarlal,khursheed,mazhar,trilok,suresh,devi,sitara,kesari,bhagwandas",social
1939,Midnight Mail,K. Amarnath,"yasmin,indurani,gulab,shiraz,mohammed,chandrakant,nazir,p,varne,ghulam,s,qadir",action
1939,Nadi Kinare,Manibhai Vyas,"charlie,marathe,indubala,kumar,sunita,devi,ibrahim,sitara,ram,ghory,bhagwandas",social
1939,Navjivan,Franz Osten,"rama,pratima,wadkar,h,mumtaz,shukul,ali,devulkar,hansa,p,nazir,saroj,borkar,v,lalita,m,f,desai,pithawala",social
1939,Pati Patni,Gunjal,"n,shobhana,joshi,samarth,balabhai,musharraf,ameena,k,devi,wasti,sitara,mirza,singh,yakub,shama","social,family,drama"
1939,Payam-e-Haq,Dhirubhai Desai,"sufi,khan,anwaribai,joshi,fazlu,noor,kumar,samson,p,ansuya,ashiq,ashraf,anil,r,jehan,gulshan,hussain",action
1939,Prem Ki Jyot,Gunjal,"jal,jamshedji,merchant,sulochana,rao,dinshaw,billimoria,jamuna,adjania,lakshmi,maruti",social
1939,Prem Sagar,Narottam Vyas,"pahelwan,hasanaddin,indubala,rampyari,paresh,kokila,banerji,leelabai",social
1939,Pucce Badmash a.k.a. Secret Five,A. H. Essa,"jal,kumtekar,jamshedji,merchant,rao,gangoo,vatsala,maruti,bhim",action
1939,Pukar,Sohrab Modi,"mohan,ram,apte,jilloobai,sohrab,modi,sadiq,chandra,ghulam,sheela,banu,shakir,sardar,hussain,akhtar,naseem","historical,drama"
1939,Punjab Mail,Homi Wadia,"shroff,atish,sarita,nadia,master,boman,mansur,mohammed,devi,fearless,sayani,nazira,miyan,john,mithu,cawas,sardar,shahzadi",action
1939,Ran Sangram,A. M. Khan,"kanta,nawaz,kumari,anwaribai,haroon,chandrakant,ameena,sadiq,shahzadi",action
1939,Ratna Lutari,A. M. Khan,"kanta,kumari,anwaribai,ramola,mehdi,raja,chandrakant,ameena,haroon,shahzadi,desai",action
1939,Rukmini,Bhola Addi,"nimbalkar,devbala,pratima,jahar,kishore,da,muzammil,ansari,nand,panna,gupta",devotional
1939,Sach Hai,S. A. Choudhary,"usharani,choubhe,danve,motilal,chandani,vyas,ramakrishna,rose,baba,shakir",social
1939,Sadhana,Virendra Desai and Mahendra Thakore,"prem,shobhana,pande,samarth,adib,harish,putlibai,bibbo,kaushalya,kanhaiyalal",social
1939,Sadhu Ya Shaitan,M. D. Shah,"kumari,shamsudin,lekhraj,satyapal,madhavrao,yaseem,mukta","suspense,action"
1939,Sansar Naiya,"H. Mehta, Nanubhai Vakil","navinchandra,kanta,kumari,dhulia,mirajkar,noor,puri,mansur,l,sarojini,s,sheela,jehan,sardar",social
1939,Sansar Sagar,Bapurao Apte,"wadkar,kale,noor,madhav,manohar,indira,jehan",social
1939,Sant Tulsidas,Jayant Desai,"vishnupant,marathe,sushila,pagnis,keshavrao,chitnis,leela,vasanti,dixit,ram,date","devotional,biopic"
1939,Sapera,Debaki Bose,"kapoor,shyam,pahari,c,bikram,nawab,satya,prithviraj,sanyal,k,devi,kanan,laha,dey,mukhopadhyay",costume
1939,Service Ltd.,C. M. Luhar,"bhudo,advani,ali,harish,zia,sankatha,prasad,kalyani,da,banerjee,maya,bibbo,kayam,surendra,sarhadi,yakub","social,suspense,comedy"
1939,Sitara,[Ezra Mir]],"n,jamshedji,bedi,mubarak,sunalini,khursheed,bibijan,musharraf,rattan,nazir,k,ashiq,devi,violet,bai,cooper,mirza,singh,hussain",social
1939,Son Of Alladin,Nanubhai Vakil,"ganpat,vazare,mansur,rao,sarojini,sardar,shankar,ranibala","fantasy,action"
1939,Sunheri Toli,Kikubhai Desai,"navinchandra,pokhraj,dhulia,mirajkar,mansur,karnataki,moti,miss,bansi,shahzadi,sardar,bose",action
1939,Swastik,Mohan Sinha,"madhu,bedi,dhulia,sushil,raza,bala,indurani,veena,fakir,mohammed,mehdi,nazir,kimar,jeevan",social
1939,Taqdeer Ki Tope,V. Panchotia,"husn,fakir,mohammed,jyotsna,nissar,shankar,marathe,dixit,bai,singh,gupte,master,suresh,wasti,v,ram,narmada,k,waheedan,banu,panchotia",action
1939,Thokar,Abdul Rashid Kardar,"n,charlie,ishwarlal,madhuri,noor,mohammed,kumar,k,waheedan,wasti,bai,singh,yakub",social
1939,Thunder,A. H. Essa,"jal,khan,merchant,ramola,w,bibijan,dixit,billimoria,mehar,sultana,m,e,ghory",action
1939,Tumhari Jeet a.k.a. The Rise,Ranjit Sen,"chhaya,devbala,ramola,kishore,dulari,muzammil,rajinder,amarnath,nand,devi,ram,singh,kamran",social
1939,Uski Tamanna a.k.a. Her Last Desire,Yakub,"charlie,marathe,ishwarlal,madhuri,surish,kumar,dixit,jyoti,k,waheedan,maya,wasti,putlibai,ram,singh,yakub",social
1939,Watan Ke Liye,M. Udwadia,"navinchandra,kamala,mohini,musharraf,gope,hari,mirza,shivdasani",social
1939,Zambo Ka Beta,M. Bhavnani,"kumtekar,kumari,nayampalli,yagnik,prasad,gulab,s,a,bimla,sunita,devi,vatsala,fatty,david,navin,gulzar,gyani","adventure,action"
1940,Aaj Ka Hindustan,Jayant Desai,"kapoor,sitaradevi,charlie,ishwarlal,tarabai,kalyani,prithviraj,rose,charubala,yakub",social
1940,Aaj Ki Duniya,G.P. Pawar,"kapoor,kumtekar,gulab,nazir,trilok,ashalata,vatsala,s,jeevan,kashmiri",social
1940,Aandhi,Dinesh Ranjan Das,"molina,c,khursheed,sulekha,mullick,k,nemo,devi,laha,dey,pankaj,sham",social
