Year,Title,Director,Cast,Genre
1960,Babar,Hemen Gupta,"jagirdar,choudhury,sulochana,shubha,khote,azra,gajanan",historical
1960,Bade Ghar Ki Bahu,Kundan Kumar,"bhattacharya,abhi,geeta,kuldeep,sunder,kaur,bali","family,drama"
1960,Bahaana,Kumar,"meena,anwar,kumari,sajjan,kumar,azurie,vaz,krishna,sheela,hussain,pramila",social
1960,Bahadur Lutera,Kay Cee Kay,"mehra,mohan,radhika,ram,manju,kamal","adventure,action"
1960,Banjarin,Jaswant Zaveri,"kumari,kanchan,kamini,manhar,lalita,desai","action,drama"
1960,Baraat,K. Amarnath,"khan,salim,shakila,mukri,ajit","drama,romance"
1960,Barood,Aspi Irani,"tun,kumkum,veena,sheikh,irani,honey,mukri,sudhir,mukhtar","social,drama"
1960,Barsaat Ki Raat,P. L. Santoshi,"bharat,n,madhubala,shyama,bhushan,chandrashekhar,k,singh","musical,romance"
1960,Basant (1960 film),Bibhuti Mitra,"kapoor,murad,mumtaz,walker,pran,nutan,kammo,johnny,shammi,cuckoo,minoo","drama,romance"
1960,Bewaqoof,I. S. Johar,"i,helen,sinha,mala,kishore,kumar,pran,johar,s","romance,comedy"
1960,Bhakta Raj,V. M. Vyas,"kapoor,dara,modak,shahu,sulochana,pawar,trilok,lalita,singh",devotional
1960,Bhakti Mahima,K. Shankar,"saroja,b,gopi,a,rao,jamuna,krishna,devi,nageswara",devotional
1960,Bindya,Krishnan-Panju,"minu,rajendra,padmini,balraj,mumtaz,prakash,choudhary,pawar,nath,sahni,vijaya,lalita,om","family,drama"
1960,Black Rider,Mehmood,"kumari,habib,nazma,krishna,kamran",action
1960,Black Tiger,Akkoo,"nadira,habib,azad,nazma",action
1960,Bombai Ka Babu,Raj Khosla,"suchitra,dev,achala,sachdev,deepak,anand,manohar,nazir,sen,hussain","crime,drama"
1960,Bombay Central,R. K. Balam,"samar,krishna,kumari,roy",action
1960,Captain India,C. Kent,"mehmood,krishna,kumari,kamran",action
1960,Chand Mere Aja,Ram Daryani,"nanda,bharat,pawar,bhushan,maruti,lalita","social,drama"
1960,Chandramukhi,K. Thakur,"b,vyas,maruti,manhar,m,kavita,desai","costume,drama,romance"
1960,Chaudhvin Ka Chand,M. Sadiq,"waheeda,walker,dutt,johnny,guru,rehman","social,drama,romance"
1960,Chhabili,Shobhna Samarth,"n,mehra,helen,kaysi,nutan,k,tanuja,singh","social,drama"
1960,Chhalia,Manmohan Desai,"kapoor,shobhna,samarth,pran,nutan,raj,rehman","social,romance"
1960,College Girl,T. Prakash Rao,"kapoor,tabassum,achala,prakash,vyjayanthimala,sachdev,nana,palsikar,shammi,om","drama,romance"
1960,Delhi Junction,Mohammed Hussain,"pran,nishi,shakila,cuckoo,ajit","adventure,action"
1960,Dil Apna Aur Preet Parai,Kishore Sahu,"meena,kumari,nadira,tun,helen,prakash,kumar,raaj,om","drama,romantic"
1960,Dil Bhi Tera Hum Bhi Tere,Arjun Hingorani,"hingorani,balraj,kumkum,arjun,sahni,dharmendra","social,drama"
1960,Do Aadmi,Dwarka Khosla,"jairaj,jeevankala,shashikala","social,drama"
1960,Do Dost,K. Anand,"mehmood,chitra,helen,kamran","social,action"
1960,Dr. Shaitan,Shriram Bohra,"mukhtar,premnath,sheikh,shakila,tiwari","action,thriller"
1960,Duniya Jhukti Hai,JBH Wadia,"kumkum,shyama,daisy,dutt,sunil,irani,agha","social,family"
1960,Eid Mubarak,Khwaja Ahmad Abbas,unknown,"child,festival"
1960,Ek Ke Baad Ek,Raj Rishi,"dev,sharda,tarla,anand,prabhu,dayal,mehta","family,drama"
1960,Ek Phool Char Kaante,Bhappi Sonie,"waheeda,tun,gopi,walker,and,dutt,sunil,johnny,rehman","romance,family,comedy"
1960,Gambler,Dwarka Khosla,"prem,n,pran,nath,k,shakila,singh","action,thriller"
1960,Ghar Ki Laaj,Om Prakash,"madan,kumkum,puri,sohrab,modi,roy,nirupa","family,drama"
1960,Ghunghat,Ramanand Sagar,"pradeep,bharat,asha,rajendra,helen,parekh,rai,bhushan,kumar,chitnis,leela,bina,nath,agha,rehman","social,family,drama"
1960,Girl Friend,Satyen Bose,"waheeda,daisy,kishore,gupta,kumar,hussain,nazir,irani,rehman,bipin","social,family,romance"
1960,Hanuman Pathal Vijayam,Unknown,unknown,unknown
1960,Honeymoon,Lekhraj Bhakri,"khan,manoj,choudhury,sayeeda,kumar,vijaya","family,drama"
1960,Hum Hindustani,Ram Mukherjee,"prem,asha,helen,parekh,kumar,leela,dutt,chitnis,sunil,mukherjee,sanjeev,chopra,joy","social,family,drama"
1960,Jaali Note,Shakti Samanta,"dev,madhubala,prakash,madan,puri,anand,helen,om","crime,social,romance"
1960,Jis Desh Men Ganga Behti Hai,Radhu Karmakar,"kapoor,padmini,pawar,pran,lalita,raj",social
1960,Jo Huwa So Bhool Ja,Y. Pethkar,"nanda,gosavi,shashikala,chonkar,raja,vivek,nalini",social
1960,Kala Aadmi,Ved Madan,"mehmood,minu,mumtaz,shyama,walker,kumar,johnny,ashok","drama,thriller"
1960,Kala Bazar,Vijay Anand,"nanda,dev,waheeda,madan,helen,puri,anand,chetan,leela,chitnis,vijay,rehman","drama,romance"
1960,Kalpana,Rakhan,"padmini,ragini,achala,sachdev,kumar,iftekhar,ashok","drama,romance"
1960,Kanoon,B. R. Chopra,"mehmood,nanda,rajendra,shashikala,prakash,kumar,om,jeevan,ashok","crime,courtroom,drama"
1960,Kohinoor,S. U. Sunny,"meena,kumari,tun,kumar,dilip,leela,chitnis,mukri,jeevan","costume,drama"
1960,Lady Of The Lake,A. M. Khan,"krishna,kumari,azad,nilima","costume,action,thriller"
1960,Lal Quila,Nanabhai Bhatt,"kapoor,kamal,helen,jairaj,kumar,roy,nirupa","historical,romance,musical"
1960,Love in Simla,R. K. Nayyar,"shobhna,samarth,khote,mukherjee,joy,sadhana,durga",romance
1960,Maa Baap,V. M .Vyas,"rajendra,kaushal,kumar,pran,kamini","social,family,drama"
1960,Manzil,Mandi Burman,"n,dev,krishan,achala,sachdev,anand,dhawan,and,nutan,k,singh","musical,romance"
1960,Masoom,Satyen Bose,"mohan,choti,kumar,and,sarosh,irani,honey,ashok","child,family"
1960,Maya Machhendra,Babubhai Mistri,"kumar,manhar,raj,desai,roy,nirupa","mythology,costume"
1960,Mehlon Ke Khwab,Muhafiz Haider,"pradeep,n,madhubala,prakash,kishore,kumar,pran,k,chanchal,singh,om","romance,suspense,comedy"
1960,Mera Ghar Mere Bachche,Sohrab Modi,"naaz,daisy,sulochana,kumar,nana,sohrab,palsikar,modi,irani,soodesh,subiraj","family,drama"
1960,Miss Goodnight,Jugal Kishore,"tiwari,nishi,jairaj,veena","action,romance"
1960,Mitti Mein Sona,Jugal Kishore,"pradeep,sabita,sinha,mala,kumar,chatterjee,agha","social,romance"
1960,Miyan Biwi Razi,Jyoti Swaroop,"mehmood,sabita,seema,manorama,shreekant,gaurab,chatterjee,kamini,david,kadam","social,family"
1960,Mohabbat Ki Jeet,B. S. Ranga,"janaki,sulochana,raja,ranjan,sowcar,cuckoo","costume,action,romance"
1960,Mud Mud Ke Na Dekh,Ramayan Tiwari,"anita,bharat,mehmood,prem,helen,bhushan,guha,chopra,jeevan","social,romance"
1960,Mughal-e-Azam,K. Asif,"kapoor,jalal,madhubala,khote,kumar,dilip,prithviraj,agha,ajit,durga","costume,historical,romance"
1960,Nache Nagin Baje Been,Tara Harish,"n,helen,kumkum,chandrashekhar,k,agha,sunder,singh","costume,drama"
1960,Nai Maa,P. L. Santoshi,"balraj,shyama,daisy,irani,maruti,sahni,sheela,kashmiri","family,drama"
1960,Nakhrewali,N. Buli,"daljeet,radhika,bhagwan","social,romance"
1960,Parakh,Bimal Roy,"khote,leela,chitnis,nishi,motilal,sadhana,durga","social,satire,drama"
1960,Patang,"Suraj Prakash, Hargovind Duggal","rajendra,achala,sachdev,sinha,mala,kumar,leela,mishra","crime,family,drama"
1960,Pedro,Akkoo,"pedro,monkey,vyas,azad,chitra,v,tiwari,m",action
1960,Phool Aur Kaliyan,Ram Gabale,"hemant,dattaram,nitin,ramesh","child,social"
1960,Police Detective,Nanubhai Bhatt,"anwar,shyama,jayshree,kumar,shammi,david,gadkar,soodesh","social,action"
1960,Qatil,Mohammed Hussain,"prem,shyam,mehra,kumar,nath,chitra,kamal",action
1960,Rangeela Raja,Ismail,"kumkum,mahipal,bhagwan,shashikala",unknown
1960,Return of Mr. Superman,Manmohan Sabir,"helen,jairaj,majnu,shammi,david,sheila,ramani",action
1960,Road No. 303,Dharam Kumar,"mehmood,n,shubha,khote,bhagwan,k,singh",action
1960,Saranga,Dhirubhai Desai,"b,jankidas,vyas,jayshree,kumar,nilofar,m,gadkar,soodesh",drama
1960,Sarhad,Shanker Mukerji,"suchitra,dev,anwar,hussein,ragini,anand,pawar,sen,lalita,dhumal","social,drama,romance"
1960,Shan-e-Hind,Mohan Sinha,"daljeet,kumkum,nigar,sultana","costume,action"
1960,Shriman Satyawadi,S. M. Abbas,"kapoor,mehmood,nasir,shakila,raj,hussain","social,drama"
1960,Singapore,Shakti Samanta,"kapoor,maria,padmini,helen,shashikala,menado,shammi","romance,thriller"
1960,Superman,"Mohammed Hussain, Anant Thakur","neeta,helen,jairaj,roy,nirupa",action
1960,Teer Aur Talwar,Mohamed Hussain,"kapoor,kamran,rajan,mehra,kamal","action,drama"
1960,Trunk Call,Balraj Mehta,"helen,shyama,bhattacharya,pran,abhi,shammi","action,drama"
1960,Tu Nahin Aur Sahi,Brij,"pradeep,kumkum,mumtaz,kumar,nishi,minoo,ratan","social,romance"
1960,Usne Kaha Tha,Moni Bhattacharjee,"nanda,rajendra,khote,nath,dutt,sunil,mukherjee,indrani,durga","war,drama,romance"
1960,Veer Durgadas,Ramchandra Thakur,"b,jairaj,vyas,manhar,m,desai,roy,nirupa","historical,drama,social"
1960,Veer Purush,Phani Mazumdar,unknown,"child,social"
1960,Zalim Tera Jawab Nahin,Ramanlal Desai,"khan,azad,chitra,saroj,agha",action
1960,Zameen Ke Tare,Chandulal J. Shah,"anwar,charlie,achala,sachdev,daisy,bhagwan,agha,irani,honey,kumud,tripathi,motilal","child,social,drama"
1960,Zimbo Comes To Town (Zimbo Shaher Mein),Nanubhai Bhatt,"azad,bhagwan,chitra,nilofar,shammi",action
1961,Aas Ka Panchhi,J. Om Prakash,"rajendra,vyjayantimala,kumar","family,drama"
1961,Amar Rahe Yeh Pyar,Prabhu Dayal,"nanda,rajendra,jaywant,kumar,prabhu,dayal,nalini","family,drama"
1961,Amrit Manthan,S. N. Tripathi,"amirbai,kiran,ratnamala,dalpat,sulochana,yashodhra,katju,karnataki,ulhas,chatterjee,usha,manhar,jeevankala,sunder,desai",mythology
1961,Aplam Chaplam,Roop K. Shorey,"i,kumkum,johar,s,tiwari",comedy
1961,Apsara,B.M. Vyas,"pradeep,padmini,kumar,roy,nirupa",drama
1961,Arab Ka Sitara,R.K. Rehman,"shyam,kumar,sheela,kashmiri,kamran",action
1961,Bada Aadmi,Kaushal Raj,"choudhry,sheikh,vijaya,mukhtar,subiraj",action
1961,Batwara,Karunesh Thakur,"pradeep,jabeen,balraj,shashikala,kumar,sahni","family,drama"
1961,Bhabhi Ki Chudiyan,Sadashiv Rao Kavi,"meena,kumari,sahni,balraj","family,drama"
1961,Boy Friend,Naresh Saigal,"kapoor,madhubala,dharmendra,shammi",romance
1961,Char Diwari,Krishan Chopra,"shashi,nanda,kapoor,krishna,manmohan","family,romance"
1961,Chhatrapati Shivaji Maharaj,Ram Narayan Gabale,unknown,unknown
1961,Chhaya,Hrishikesh Mukherjee,"dutt,sunil,asha,parekh",unknown
1961,Chhote Nawab,S.A. Akbar,"mehmood,mumtaz,ameeta,d,walker,burman,r,johnny,minoo","romance,comedy"
1961,Dark Street,Naresh Saigal,"amirbai,n,karnataki,kumar,k,nishi,singh,ashok",action
1961,Dharmputra,Yash Chopra,"shashi,kapoor,sinha,mala,mukherjee,indrani,rehman,roy,nirupa","social,family,drama"
1961,Do Bhai,Vishram Bedekar,"helen,prakash,daisy,bhattacharya,abhi,irani,shakila,om",family
1961,Flat No. 9,Ramesh Sharma,"khan,helen,sayeeda,kumar,ashok",unknown
1961,Gharana,S.S. Vasan,"rajendra,asha,parekh,pawar,kumar,lalita","family,drama"
1961,Gunga Jumna,Nitin Bose,"khan,kumar,dilip,nazir,vyjayantimala","action,drama"
1961,Hamari Yaad Aayegi,Kidar Sharma,"ashok,sharma,tanuja","drama,romance"
1961,Hum Dono,Amarjeet,"anand,nanda,dev,sadhna","family,war,drama,romance"
1961,Hum Matwaale Naujawaan,L.R. Asthana,"khan,sayeeda,agha,jeevan,shekhar","family,drama"
1961,Jab Pyar Kisise Hota Hai,Nasir Hussain,"dev,asha,parekh,anand,pran",romance
1961,Jadoo Nagri,Radhakant,"jeevan,ranjan,choudhary,vijaya",fantasy
1961,Jai Bhawani,Dhirubhai Desai,"sinha,gadkar,veena,jayshree,lata,manhar,desai",mythology
1961,Jai Chittor,Jaswant Jhaveri,"jairaj,gupta,nirupa,roy,bipin","drama,history"
1961,Jhumroo,Shanker Mukherjee,"madhubala,kishore,kumar,chanchal,anoop","drama,romance"
1961,Junglee,Subodh Mukherjee,"kapoor,azra,pawar,kumar,shammi,anoop,lalita,banu,saira",romance
1961,Kabuliwala,Hemen Gupta,"kiran,baby,balraj,farida,usha,sahni,sonu",drama
1961,Karorepati,Mohan Sehgal,"shashikala,kumkum,kishore,kumar,anoop","crime,comedy"
1961,Kanch Ki Gudiya,H. S. Rawail,"khan,tarun,manoj,sayeeda,shubha,khote,kumar,bose","family,drama"
1961,Khiladi,B.J. Patel,"jabeen,ranjan,shammi,tiwari,sunder",action
1961,Madan Manjri,J. Trivedi,"chonker,manhar,ajit,desai,nalini",fantasy
1961,Mahavat[2],M. A. Thirumugam,"sarojadevi,udaykumar,b",drama
1961,Main Aur Mera Bhai,Dharam Kumar,"helen,ameeta,pawar,ajit,lalita","family,drama"
1961,Matlabi Duniya,Radhakant M Thakur,"asha,dhumal,anant,kumar",social
1961,Maya,D.D. Kashyap,"anand,mala,dev,sinha","crime,drama,romance"
1961,Memdidi,Hrishikesh Mukherjee,"mehra,keysi,pawar,david,tanuja,lalita,jayant",drama
1961,Mera Suhaag,Hunsur Krishnamurthy,"kanta,nazima,rao","family,drama"
1961,Modern Girl,R. Bhattacharya,"pradeep,khan,madan,helen,puri,sayeeda,kumar,iftekhar","family,drama"
1961,Mr. India,G.P. Sippy,"khan,i,helen,geeta,feroz,johar,s,bali","crime,comedy"
1961,Murad,Nari Ghadiali,"chitra,manju,asgar",unknown
1961,Nazrana,Sridhar,"kapoor,gemini,kiran,ganesan,vyjayantimala,usha,raj","family,drama"
1961,Oomar Qaid,Aspi Irani,"helen,sulochana,sheikh,mukri,sudhir,mukhtiar,nazima",unknown
1961,Opera House,P.L. Santoshi,"saroja,b,pawar,devi,ajit,lalita","crime,romance,thriller"
1961,Passport,Pramod Chakravorty,"pradeep,n,madhubala,kumar,k,singh",thriller
1961,Pyaase Panchhi,Harsukh Jagneshwar Bhatt,"mehmood,jeevan,david,ameeta","comedy,romance"
1961,Pyar Ka Sagar,Devendra Goel,"meena,rajendra,kumari,madan,puri,kumar","drama,romance"
1961,Pyaar Ki Dastan,P.L. Santoshi,"sudesh,mohan,helen,ameeta,choti,khote,shubha,kumar",romance
1961,Pyaar Ki Pyaas,Mahesh Kaul,"nishi,krishna,irani,manmohan,honey,shrikant","family,drama"
1961,Ram Lila,Chandrakant,"modak,tun,shahu,bhattacharya,jayshree,kumar,leela,chitnis,abhi,anil,t,tiwari",mythological
1961,Razia Sultana,Devendra Goel,"jairaj,nirupa,madhumati,agha,roy,kamran","historical,romance"
1961,Reshmi Rumal,Harsukh Jagneshwar Bhatt,"kapoor,n,manoj,helen,shakeela,kumar,k,singh,kamal",romance
1961,Roop Ki Rani Choron Ka Raja,Harnam Singh Rawail,"dev,waheeda,anand,jeevan,sunder,rehman",romance
1961,Saaya,Shreeram,"khan,nigar,helen,madan,nasir,puri,chitra,sultana","family,drama"
1961,Salaam Memsaab,Kalpataru,"subbi,n,kumkum,k,raj,singh","action,romance,thriller"
1961,Sampoorna Ramayana,Babubhai Mistry,"anita,achala,sachdev,prasad,pawar,guha,mahipal,badri,lalita",mythological
1961,Sanjog,Pramod Chakravorty,"pradeep,anita,prakash,shubha,khote,kumar,guha,om","family,social,drama"
1961,Sapera,B.J. Patel,"jeevan,ranjan,tiwari,kala",unknown
1961,Sapne Suhane,Kedar Kapoor,"balraj,chandrashekhar,kamini,sahni,geeta,kadam,bali","drama,romance"
1961,Sara Jahan Hamara,Prakash Chabra,"premnath,shyama,jankidas,azra","crime,action,drama"
1961,Sasural,T. Prakash Rao,"mehmood,rajendra,saroja,b,khote,kumar,devi,shobha,dhumal","family,drama"
1961,Sati Renuka,Prakash Rao,"jamuna,varalaxmi,g",mythological
1961,Saugandh,G.K. Ramu,"laxman,kamla,gemini,n,ganesan,nambiar,anjali,devi,m",drama
1961,Savitri,Phani Majumdar,unknown,"child,film,s"
1961,Senapati,Kedar Kapoor,"kapoor,jaywant,nalini,prithviraj","costume,drama"
1961,Shahi Farman,K. Anand,"krishna,kumari,kamran",action
1961,Shama,Lekhraj Bhakri,"dutt,vijay,suraiya,nimmi","social,drama"
1961,Shola Aur Shabnam,Ramesh Saigal,"dharmendra,tarla","drama,romance"
1961,Shola Jo Bhadke,Bhagwan,"anwar,helen,kumkum,bhagwan,suresh,purnima",musical
1961,Stree,V. Shantaram,"rajshree,shantaram,sandhya,v",drama
1961,Suhag Sindoor,Krishanan Panju,"manoj,balraj,sinha,mala,kumar,sahni","social,family,drama"
1961,Tanhai,Ram Narayan Gabale,"jagirdar,kiran,usha,dewan,purnima,karan",unknown
1961,Teen Kanya: Tales of Three girls (Bengali),Satyajit Ray,"soumitra,kumar,chatterjee,aparna,banerjee,anil,sen,chandana,gita,dey,roy,kali","anthology,film"
1961,Teen Ustad,Nanabhai Bhatt,"ameeta,suresh,irani,honey,shammi","crime,action,drama"
1961,Tel Malish Boot Polish,Romey Dey,"madan,kumkum,puri,sheikh,chandrashekhar,mukhtar","action,drama"
1961,Wanted,Nisar Ahmad Ansari,"khan,sayeeda,vijay,kumar",action
1961,Warrant,Kedar Kapoor,"shakeela,kumar,raaj,dhumal,ashok",action
1961,Wazir-e-Azam,R. S. Rahi,"nadira,helen,indira,bhagwan,chand,usmani,billi","costume,adventure,drama"
1961,Zabak,Homi Wadia,"shyama,chitra,mahipal","costume,drama"
1961,Zalim Jadugar,Sultan,"rajrani,neeta,hercules","fantasy,action"
1961,Zamana Badal Gaya,Jayant Desai,"charlie,helen,bhagwan,chand,iftekhar,naina,usmani",social
1961,Zindagi Aur Khwab,S. Banerjee,"meena,rajendra,kumari,pratima,naaz,kumar,devi,jeevankala,agha,jayant","romantic,melodrama"
1962,Aalha Udal,Jaswant Jhaveri,"sabita,ishwarlal,jairaj,dilip,p,chatterjee,jeevan,sapru,raj,roy,nirupa","fantasy,fiction,historical"
1962,Aankh Micholi,Ravindra Dave,"naazi,sinha,mala,nasir,leela,jagdish,s,jeevan,shekhar,raj,mishra","crime,thriller"
1962,Aarti,Phani Mazumdar,"meena,pradeep,kumari,shashikala,rajendranath,deo,peace,keshto,kumar,ramesh,mukherjee,kanwal,bhaduri,chandrima,ashok","family,drama"
1962,Aashiq,Hrishikesh Mukherjee,"kapoor,nanda,padmini,keshto,and,leela,chitnis,mukherjee,raj","musical,melodrama"
1962,Anpadh,Unknown,"balraj,shashikala,sinha,mala,aruna,bindu,nazir,irani,sahni,dhumal,dharmendra,hussain","social,family,drama"
1962,Apna Banake Dekho,Jagdish Nirula,"asha,mohan,manoj,parekh,choti,sajjan,kumar,nazir,sunder,hussain",romance
1962,Asli-Naqli,Hrishikesh Mukherjee,"anwar,dev,anand,keshto,leela,hussain,chitnis,and,mukherjee,sandhya,sadhana,roy","drama,romantic"
1962,Baaje Ghungroo,Shivraj Shrivastav,"chonkar,leela,mishra,nazir,jagdish,kanwal,manhar,sheela,kashmiri,desai,nalini","fantasy,drama"
1962,Baat Ek Raat Ki,Shankar Mukherjee,"sabita,dev,waheeda,asit,anand,walker,chandrashekhar,ulhas,chatterjee,jagdish,johnny,sen,sethi,rehman","romance,thriller"
1962,Baghdad Ki Raaten,Nanabhai Bhatt,"ratanmala,ishwarlal,bhagwan,leela,mahipal,shakila,mishra","fantasy,action"
1962,Banarasi Thug,Lekhraj Bhakri,"i,malika,manoj,choudhary,s,kumar,chaudhary,radhakishan,johar,vijaya,lalita,madhumati","comedy,drama,romantic"
1962,Banke Sanwaria,Danpat Rai,"kapoor,rajan,achala,sachdev,mirajkar,jairaj,p,chand,jeevankala,usmani",action
1962,Bapu Ne Kaha Tha,Vijay Bhatt,"jankidas,jugal,kishore,majnu,nana,neena,palsikar,kesari,sandeep,manju",child
1962,Bees Saal Baad,Biren Nag,"waheeda,madan,sinha,puri,biswajeet,sajjan,lata,krishna,manmohan,rehman","romantic,thriller"
1962,Bombay Ka Chor,S. D. Narang,"pratima,helen,sinha,mala,amar,kishore,kumar,jagdish,irani,honey,iftekhar,devi,raj","crime,romance"
1962,Bezubaan,Ram Kamlani,"helen,ashok,kumar,shammi,david,anoop,babloo,roy,nirupa","family,drama"
1962,Bijli Chamke Jamna Paar,Jaswant Jhaveri,"tabassum,raj,jairaj,kishore,p,dhumal,roy,nirupa",drama
1962,Burmah Road,Tara Harish,"murad,mohan,uma,kumkum,sagar,choudhary,choti,sheikh,kumar,moti,dutt,jeevankala,vijaya,mukhtar,ajit,ashok",unknown
1962,China Town,Shakti Samanta,"kapoor,n,madan,helen,puri,kanu,mridula,s,banerjee,shammi,jeevankala,shakila,roy","romantic,thriller"
1962,Deccan Queen,Akkoo,"maqbul,kumari,bansal,habib,indira,samar,krishna,sheela,kashmiri,roy",action
1962,Dil Tera Diwana,B. R. Panthulu,"kapoor,mehmood,mohan,prakash,sinha,mala,mumtaz,choti,khote,pran,ulhas,begum,krishna,shobha,shammi,manmohan,om","drama,romantic"
1962,Dr. Vidya,Rajendra Bhatia,"prem,madan,manoj,mumtaz,puri,helen,kumar,nazir,vyjayantimala,chopra,sunder,hussain","social,family,drama"
1962,Durga Pooja,B. K. Adarsh,"naazi,b,vyas,anant,kumar,jaymala,m,hiralal",devotional
1962,Dilli Ka Dada,R. S. Tara,"sahira,sheikh,kumar,nishi,mukri,mukhtar,shekhar",action
1962,Ek Musafir Ek Hasina,Raj Khosla,"kapoor,malika,rajendranath,raj,mukherjee,jagdish,joy,dhumal,sadhana,kamal","drama,romantic"
1962,Gangu,Pramod Chakravorty,"mohan,madan,naaz,puri,choti,sulochana,sheikh,chandrashekhar,mukhtar",action
1962,Girls' Hostel,Ravindra Dave,"shashi,khan,burque,jaywant,walker,chand,johnny,ajit,raj,geetanjali,nalini","drama,romantic"
1962,Gyarah Hazaar Ladkiyan,K. A. Abbas,"bharat,murad,nadira,baby,helen,farida,sinha,mala,bhushan,mukri,david","social,drama,romantic"
1962,Half Ticket,B. Kalidas,"tun,madhubala,manorama,helen,kishore,kumar,pran,shammi","comedy,romantic"
1962,Hame Bhi Jeene Do,M. G. Ramachandran,"saroja,b,p,devi,ramachandran,bhanumati,m,g",unknown
1962,Hamen Khelne Do,R. K. Sharma,"master,dubey,puri,raja,neena,chaman,chopra",child
1962,Hariyali Aur Rasta,Vijay Bhatt,"manoj,prakash,sinha,mala,shashikala,helen,kumar,jagdeep,krishna,manmohan,surendra,om","drama,family,romantic"
1962,Hawa Mahal,B J Patel,"rajan,murad,helen,sulochana,bela,jeevan,tiwari,bose",fantasy
1962,Hong Kong,Pachhi,"n,saroja,b,prakash,helen,kong,kumar,rao,king,k,devi,om,babu,singh,wrestler,ashok","action,thriller"
1962,Isi Ka Naam Duniya Hai,Shakti Samanta,"mehmood,n,helen,prakash,ashok,sahira,kumar,nazir,k,shayama,singh,hussain,om","social,family,drama"
1962,Jadoo Mahal,Aakkoo,"kumari,helen,azad,kumar,krishna,ram,hiralal",fantasy
1962,Jai Ho Mohabbat Ki,Vithaldas Panchotia,"meera,heera,helen,kataria,musharraf,paresh,najma,banerjee,v,sawant,mirza,panchotia,sulbha","drama,comedy"
1962,Jadugar Daku,Chandrakant,"madhumalti,jabeen,tun,helen,jairaj,p,bela,maruti,bose",fantasy
1962,Jhoola,K. Shankar,"mehra,tun,rajendranath,sulochana,pran,dutt,sunil,vyjayantimala,krishna,manmohan,raj","family,drama"
1962,Kailashpati,Dhirubhai Desai,"padmarani,niranajan,sumitra,sharma,mahesh,devi,jeevan,desai",mythological
1962,Kala Chashma,K. Vinod,"madan,puri,sheikh,kashmiri,amarnath,maruti,jeevankala,sheela,manju","crime,action"
1962,Kala Samundar,R. P. Ashk,"tun,jairaj,p,chitra,radhika,maruti,hiralal",action
1962,King Kong,Babubhai Mistri,"mehra,dara,uma,kumkum,kong,king,randhawa,dutt,leela,mishra,chandrashekhar,singh,wrestler,kamal",action
1962,Maa Beta,Lekhraj Bhakri,"tarun,i,manoj,ameeta,manorama,nirupa,pawar,kumar,bose,leela,krishna,manmohan,johar,s,sheila,lalita,mishra,roy,ramani","family,drama"
1962,Madam Zapatta,Ram Rasila,"heera,mehroo,gulab,azad,bhagwan,sawant,ram,rasila",action
1962,Madam Zorro,Aakkoo,"nadira,helen,sheikh,bhagwan,azad,tiwari",action
1962,Main Chup Rahungi,A. Bhim Singh,"meena,jagirdar,kumari,mohan,mehra,helen,choti,nana,palsikar,dutt,sunil,raj,babloo","social,family,drama"
1962,Main Shadi Karne Chala,Roop K. Shorey,"khan,i,tabassum,malika,mumtaz,feroze,choudhary,sayeeda,rajendranath,khote,praveen,johar,s,durga",comedy
1962,Mall Road,Viren Dablish,"chandrashekhar,bela,kesari,sangeeta,radheshyam,bose","action,romance"
1962,Man-Mauji,"R. Krishnan, S. Panju","achala,sachdev,naaz,prakash,kishore,kumar,pran,leela,chitnis,mukri,sadhana,om","family,drama"
1962,Maya Jaal,Babubhai Mistry,"kumari,ranjan,chitra,krishna,radhika,manhar,desai",fantasy
1962,Mehndi Lagi Mere Hath,Suraj Prakash,"shashi,nanda,kapoor,sachdev,mridula,kumar,achla,ashok","drama,family,romance"
1962,Meri Bahen,A S A Swami,"padmini,sulochana,raja,kumud,tripathi,ramachandran,m,g","family,drama"
1962,Naag Devta,Shantilal Soni,"niranajan,b,shashikala,vyas,sharma,anjali,leela,chitnis,devi,mahipal,m",fantasy
1962,Nakli Nawab,Tara Harish,"kapoor,n,kamal,manoj,kumar,indira,k,shammi,shakila,singh,billi,ashok","family,drama"
1962,Naughty Boy,Shakti Samanta,"madan,prakash,puri,sulochana,kishore,kumar,sunder,kalpana,om","comedy,romantic"
1962,Neeli Aankhen,Ved Mohan,"mehra,tun,helen,shakeela,walker,johnny,ajit,tiwari,raj,shetty","romance,thriller"
1962,Pathan,Attaulla Khan,"achala,sachdev,premnath,mumtaz,bhagwan,iftekhar",action
1962,Prempatra,Bimal Roy,"shashi,kapoor,rajendra,seema,deo,choudhary,parveen,nath,satyen,chand,usmani,kappu,sadhana","social,drama,romance"
1962,Private Secretary,Chander,"n,mohan,choti,jayshree,raja,kumar,gowswami,a,ansari,purnima,umakant,gadkar,ashok","action,drama"
1962,Professor,Lekh Tandon,"kapoor,tun,pratima,salim,choudhary,pawar,devi,shammi,iftekhar,parveen,lalita,kalpana","comedy,romantic"
1962,Raaz Ki Baat,Bolton Ci Nagi,"sujit,n,mohan,shyama,simi,bhattacharya,sulochana,choti,kumar,k,abhi,agha,garewal,singh",thriller
1962,Raju Aur Gangaram,Ezra Mir,"mridula,abhimanyu,sharma",child
